user	instance_id	displayed_text	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Certain	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
5feeec52d92c4a9ea0c52250	Psychology_315_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Without ToM, it tended to look like geometric shapes moving around. The children with ASD showed significantly reduced activation compared to the neurotypical children in the brain regions considered to be part of the ToM network, such as the medial frontal cortex and temporo-parietal junction. Furthermore, the synchronization between such pairs of regions was lower in the autism group.""><b>Finding:</b></span> The children with ASD showed significantly reduced activation compared to the neurotypical children in the brain regions considered to be part of the ToM network, such as the medial frontal cortex and temporo-parietal junction."				4																					[]	[]
5feeec52d92c4a9ea0c52250	Psychology_tweet_50_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Statistical classifiers discriminated emotion-specific activation maps accurately, confirming independence of bodily topographies across emotions. We propose that consciously felt emotions are associated with culturally universal, topographically distinct bodily sensations that may support the categorical experience of different emotions. One-out linear discriminant analysis (LDA) classified each of the basic emotions and the neutral state against all of the other emotions with a mean accuracy of 72% (chance level 50%), whereas complete classification (discriminating all emotions from each other) was accomplished with a mean accuracy of 38% (chance level 14%) ( Fig.""><b>Finding:</b></span> We propose that consciously felt emotions are associated with culturally universal, topographically distinct bodily sensations that may support the categorical experience of different emotions."	3																								[]	[]
5feeec52d92c4a9ea0c52250	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.	3																								[]	[]
610cfd6286acd76d66958ed4	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
610cfd6286acd76d66958ed4	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
6128b55755dd29503d0d3e7a	Psychology_407_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The direct effect of head tilt on perceptions of dominance while controlling for eyebrow V-shape was significant but partially attenuated, b = .17, t = 3.26, p < .001, 95% CI: [.07 to .27]. Finally, the indirect effect of head tilt on perceptions of dominance via eyebrow V-shape was significant, b =.16, p < .01, 95% CI [.11 to .22]. Follow-up models outlining the a and b pathways while estimating additional random slopes and covariates, or using different analyses (e.g., repeated measures ANOVA), did not change the statistical significance or the direction of other pathways in the model (see Table 1 and SOM-U).""><b>Finding:</b></span> Finally, the indirect effect of head tilt on perceptions of dominance via eyebrow V-shape was significant, b =.16, p < .01, 95% CI [.11 to .22]."				4																					[]	[{'start': 801, 'end': 907, 'span': 'Finally, the indirect effect of head tilt on perceptions of dominance via eyebrow V-shape was significant,', 'annotation': 'Words indicating certainty'}]
6128b55755dd29503d0d3e7a	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
6128b55755dd29503d0d3e7a	Psychology_322_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The main message from this study is that ophthalmologists should be more aware of the risks of developing dementia for people with these eye conditions and primary care doctors seeing patients with these eye conditions might be more careful on checking on possible dementia or memory loss,"" Lee explained in a university news release. Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said. ""What we found was not subtle,"" said Paul Crane, a professor of medicine at the university.""><b>Finding:</b></span> Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said."	3																								[]	[]
6128b55755dd29503d0d3e7a	Psychology_315_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We suggest that the task used in the present study is sensitive to more implicit processes that are relatively automatic in TD individuals but absent or limited in those with ASD. Another finding was the reduced activation in the cerebellum, specifically in Crus I, in the ASD group. Mostofsky and colleagues found weaker functional connectivity between the cerebellum and motor areas during motor task performance, while Khan and colleagues found weaker functional connectivity between cerebellum and areas associated with higher cognitive functioning (prefrontal, parietal, and temporal) in ASD compared to TD participants.""><b>Finding:</b></span> Another finding was the reduced activation in the cerebellum, specifically in Crus I, in the ASD group."				4																					[]	[{'start': 807, 'end': 823, 'span': ' Another finding', 'annotation': 'Words indicating certainty'}]
6128b55755dd29503d0d3e7a	Psychology_444_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Of note, PF is not due to worse recovery from the effects of IFN-α treatment per se, since the changes in clinical symptoms over the sixmonths post-treatment reveal a similar rate of recovery in both the PF and the RF groups. Our study confirms and extends findings from previous longitudinal studies of post-infective fatigue syndrome, which have observed greater fatigue at initial presentation to clinics, around four weeks post-infection, in those who would go on to experience persistent fatigue VollmerConna et al., 2007) . Interestingly, by adding a 'baseline' assessment before IFN-α (i.e., equivalent to a hitherto unavailable fatigue measurement before the infection), our study shows that pre-treatment levels of fatigue are not a good predictor of the development of CFS in response to an immune challenge.""><b>Finding:</b></span> Our study confirms and extends findings from previous longitudinal studies of post-infective fatigue syndrome, which have observed greater fatigue at initial presentation to clinics, around four weeks post-infection, in those who would go on to experience persistent fatigue VollmerConna et al., 2007) ."				4																					[]	[{'start': 1112, 'end': 1304, 'span': 'which have observed greater fatigue at initial presentation to clinics, around four weeks post-infection, in those who would go on to experience persistent fatigue VollmerConna et al., 2007) .', 'annotation': 'Words indicating certainty'}]
6128b55755dd29503d0d3e7a	Psychology_tweet_120_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The critical interaction term was significant for all three assessed outcomes (all ps < .05). Simple slope analyses indicated that high-SOI participants who had casual sex over the academic year had higher self-esteem (B ¼ 0.14, SE ¼ 0.06, p ¼ .025) and marginally lower depression (B ¼ À0.12, SE ¼ 0.07, p ¼ .091) and anxiety (B ¼ À0.11, SE ¼ 0.06, p ¼ .086) than high-SOI participants who did not have casual sex (Figure 3) . Among low-SOI participants, those who had casual sex did not differ significantly from those who did not have casual sex on self-esteem (B ¼ À0.10, SE ¼ 0.07, p ¼ .168), depression (B ¼ 0.13, SE ¼ 0.08, p ¼ .104), or anxiety (B ¼ 0.11, SE ¼ 0.07, p ¼ .130).""><b>Finding:</b></span> Simple slope analyses indicated that high-SOI participants who had casual sex over the academic year had higher self-esteem (B ¼ 0.14, SE ¼ 0.06, p ¼ .025) and marginally lower depression (B ¼ À0.12, SE ¼ 0.07, p ¼ .091) and anxiety (B ¼ À0.11, SE ¼ 0.06, p ¼ .086) than high-SOI participants who did not have casual sex (Figure 3) ."				4																					[]	[]
6128b55755dd29503d0d3e7a	Psychology_tweet_120_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thosewho were sociosexually unrestricted reported lower stress and greater overall emotional health after casual sex  ""><b>Finding:</b></span> Thosewho were sociosexually unrestricted reported lower stress and greater overall emotional health after casual sex  "				4																					[]	[{'start': 305, 'end': 428, 'span': 'Thosewho were sociosexually unrestricted reported lower stress and greater overall emotional health after casual sex &nbsp;', 'annotation': 'Words indicating certainty'}]
